"Hh_ID";"gruppe";"att1";"att2";"att3";"att4";"att5";"att6";"att7";"att8";"att9";"att10";"beobachten";"vergleichen";"austauschen";"was_andere_tun";"messen1";"messen2";"gesl";"alter";"miete";"einkommen";"X03d_longhair";"X05a_goal_yn";"X06a_readable";"X08b_hhcomp_income";"X12b_underst_vol";"X12c_underst_ener";"sem01_verstaendlich";"sem04_wirksam";"sem05_unnuetz";"sem11_nervig"
4909;5;"Stimme nicht zu";"Indifferent";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Oft";"Selten";"Oft";"Eher oft";"Selten";"Eher oft";"weiblich";"50-64";"Mietwohnung";"< 3000 Fr.";0;"Ja";5;100;"5";"5";-3;-3;3;2
4913;3;"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Nie";"Eher oft";"Eher oft";"Eher selten";"Eher oft";"Eher oft";"männlich";"40-49";"Eigentumswohnung";"7000 - 7999 Fr.";0;"Ja";5;30;"5";"4";-2;-2;2;1
4926;5;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Selten";"Oft";"Eher selten";"Nie";"Eher oft";"weiblich";"50-64";"Mietwohnung";"7000 - 7999 Fr.";0;"Ja";5;50;"5";"5";-3;-2;3;1
4932;6;"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Eher selten";"Oft";"Eher oft";"Selten";"Eher selten";"männlich";"30-39";"Mietwohnung";"6000 - 6999 Fr.";0;"Nein";4;85;"5";"5";-2;0;2;1
4943;2;"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Eher oft";"Eher oft";"Eher oft";"Eher oft";"Eher selten";"Eher selten";"weiblich";"50-64";"Eigentumswohnung";"8000 - 8999 Fr.";0;NA;4;30;NA;NA;-3;-2;1;1
4949;2;"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme nicht zu";"Eher selten";"Selten";"Eher oft";"Selten";"Nie";"Eher selten";"männlich";"50-64";"Mietwohnung";"10000 - 11999 Fr.";0;NA;3;70;NA;NA;-1;-2;2;1
4957;2;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme nicht zu";"Stimme zu";"Indifferent";"Oft";"Nie";"Oft";"Selten";"Selten";"Selten";"männlich";"65+";"Mietwohnung";"Keine Angabe";1;NA;4;50;NA;NA;-3;-2;1;0
4958;1;"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Indifferent";"Stimme nicht zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher oft";"Selten";"Eher oft";"Nie";"Selten";"Oft";"weiblich";"30-39";"Mietwohnung";"Keine Angabe";1;NA;4;50;NA;NA;-3;0;2;0
4967;6;"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Eher oft";"Eher selten";"Eher selten";"Selten";"Eher selten";"Eher selten";"männlich";"50-64";"Mietwohnung";"12000 - 14999 Fr.";0;"Ja";5;30;"5";"5";-2;-1;2;1
4972;5;"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme nicht zu";"Stimme eher nicht zu";"Indifferent";"Oft";"Oft";"Eher oft";"Eher selten";"Selten";"Oft";"männlich";"30-39";"Mietwohnung";"8000 - 8999 Fr.";0;"Ja";5;50;"5";"4";-2;-3;3;1
4973;4;"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher selten";"Selten";"Oft";"Eher oft";"Selten";"Oft";"männlich";"50-64";"Mietwohnung";"4000 - 4999 Fr.";1;"Nein";5;75;"3";"3";-3;0;2;0
4979;1;"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme nicht zu";"Stimme eher nicht zu";"Indifferent";"Selten";"Selten";"Oft";"Selten";"Eher selten";"Eher selten";"weiblich";"50-64";"Mietwohnung";"5000 - 5999 Fr.";1;NA;5;50;NA;NA;-3;-3;3;2
4980;6;"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Eher oft";"Eher selten";"Eher selten";"Eher selten";"Eher selten";"Eher oft";"männlich";"65+";"Mietwohnung";"7000 - 7999 Fr.";0;"Nein";3;50;"3";"3";-2;-1;2;0
4997;1;"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Eher oft";"Oft";"Oft";"Eher oft";"Oft";"männlich";"30-39";"Mietwohnung";"5000 - 5999 Fr.";0;NA;1;80;NA;NA;-3;-2;2;2
5018;2;"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Selten";"Selten";"Selten";"Nie";"Eher oft";"weiblich";"50-64";"Mietwohnung";"8000 - 8999 Fr.";1;NA;3;50;NA;NA;-1;-3;2;-1
5019;1;"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Oft";"Oft";"Oft";"Eher oft";"Oft";"weiblich";"30-39";"Mietwohnung";"9000 - 9999 Fr.";0;NA;4;40;NA;NA;-3;-1;0;1
5020;3;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Indifferent";"Indifferent";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Oft";"Selten";"Eher oft";"Oft";"Eher selten";"Oft";"weiblich";"65+";"Eigentumswohnung";"8000 - 8999 Fr.";0;"Ja";2;10;"5";"5";-2;-3;3;0
5027;4;"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Selten";"Nie";"Eher oft";"Eher selten";"Selten";"Eher oft";"männlich";"65+";"Mietwohnung";"6000 - 6999 Fr.";0;"Nein";4;80;"4";"4";-2;-2;2;1
5030;6;"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Selten";"Selten";"Oft";"Eher selten";"Eher selten";"Eher selten";"männlich";"50-64";"Mietwohnung";"5000 - 5999 Fr.";0;"Ja";5;50;"5";"5";-2;-1;2;1
5048;2;"Indifferent";"Stimme zu";"Indifferent";"Indifferent";"Indifferent";"Indifferent";"Indifferent";"Stimme nicht zu";"Stimme zu";"Indifferent";"Eher selten";"Selten";"Eher oft";"Eher selten";"Selten";"Eher oft";"weiblich";"65+";"Mietwohnung";"5000 - 5999 Fr.";0;NA;4;50;NA;NA;-3;0;-1;0
5049;5;"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Eher oft";"Eher selten";"Eher oft";"Eher selten";"Eher selten";"Eher oft";"männlich";"40-49";"Mietwohnung";"7000 - 7999 Fr.";0;"Ja";5;50;"5";"5";-3;-1;2;1
5050;1;"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Indifferent";"Stimme zu";"Eher selten";"Eher selten";"Oft";"Eher selten";"Eher selten";"Eher oft";"weiblich";"50-64";"Mietwohnung";"6000 - 6999 Fr.";1;NA;5;30;NA;NA;-2;-2;2;1
5066;5;"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Selten";"Eher selten";"Eher selten";"Eher oft";"Eher selten";"Eher oft";"männlich";"30-39";"Mietwohnung";"5000 - 5999 Fr.";0;"Nein";5;25;"5";"5";-2;-1;2;0
5091;1;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Eher selten";"Eher selten";"Oft";"Oft";"Oft";"weiblich";"30-39";"Mietwohnung";"6000 - 6999 Fr.";0;NA;5;40;NA;NA;-2;-2;2;2
5092;3;"Indifferent";"Stimme zu";"Indifferent";"Indifferent";"Indifferent";"Stimme zu";"Indifferent";"Stimme nicht zu";"Indifferent";"Indifferent";"Eher oft";"Eher selten";"Eher oft";"Selten";"Eher oft";"Eher oft";"männlich";"50-64";"Mietwohnung";"4000 - 4999 Fr.";0;"Nein";5;30;"4";"-1";-2;0;0;0
5101;5;"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme eher nicht zu";"Indifferent";"Eher selten";"Eher selten";"Eher oft";"Eher selten";"Selten";"Eher selten";"männlich";"30-39";"Mietwohnung";"6000 - 6999 Fr.";1;"Ja";5;50;"5";"4";-2;0;1;0
5104;5;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Selten";"Selten";"Oft";"Selten";"Selten";"Oft";"männlich";"50-64";"Mietwohnung";"9000 - 9999 Fr.";0;"Nein";4;33;"5";"5";-3;-1;2;1
5113;1;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Oft";"Oft";"Oft";"Oft";"Eher oft";"weiblich";"40-49";"Mietwohnung";"4000 - 4999 Fr.";1;NA;5;60;NA;NA;-3;-2;2;2
5118;2;"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Eher selten";"Selten";"Oft";"Selten";"Eher selten";"Eher oft";"männlich";"65+";"Mietwohnung";"3000 - 3999 Fr.";0;NA;5;95;NA;NA;-3;-2;2;-1
5121;6;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Indifferent";"Indifferent";"Eher selten";"Selten";"Oft";"Eher selten";"Selten";"Eher oft";"männlich";"65+";"Mietwohnung";"3000 - 3999 Fr.";0;"Ja";4;40;"5";"5";-2;-3;3;2
5151;4;"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher nicht zu";"Oft";"Oft";"Oft";"Oft";"Oft";"Oft";"weiblich";"20-29";"Mietwohnung";"8000 - 8999 Fr.";2;"Ja";5;40;"5";"2";-3;1;2;2
5154;4;"Indifferent";"Stimme zu";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher selten";"Eher selten";"Eher selten";"Eher selten";"Selten";"Eher oft";"männlich";"50-64";"Mietwohnung";"Mehr als 15000 Fr.";0;"Ja";5;10;"5";"3";-2;-2;3;-1
5173;6;"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme eher nicht zu";"Indifferent";"Eher oft";"Nie";"Selten";"Selten";"Nie";"Oft";"männlich";"50-64";NA;"8000 - 8999 Fr.";0;"Nein";5;50;"5";"4";-3;-3;3;3
5185;2;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Eher selten";"Oft";"Eher selten";"Eher selten";"Oft";"männlich";"30-39";"Mietwohnung";"Mehr als 15000 Fr.";0;NA;5;30;NA;NA;-3;-2;3;2
5189;3;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher selten";"Eher oft";"Eher selten";"Eher selten";"Eher selten";"Eher selten";"männlich";"20-29";"Mietwohnung";"4000 - 4999 Fr.";0;"Nein";4;42;"5";"5";-1;-1;1;0
5199;6;"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Selten";"Eher selten";"Eher oft";"Eher selten";"Eher oft";"Eher oft";"männlich";"20-29";"Mietwohnung";"3000 - 3999 Fr.";1;"Ja";5;40;"5";"5";-2;-1;2;0
5206;4;"Indifferent";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Indifferent";"Eher selten";"Eher selten";"Oft";"Oft";"Eher selten";"Oft";"männlich";"20-29";"Mietwohnung";"6000 - 6999 Fr.";1;"Ja";5;70;"5";"4";-3;-2;3;1
5212;6;"Stimme nicht zu";"Stimme eher nicht zu";"Stimme nicht zu";"Indifferent";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Eher oft";"Eher selten";"Eher oft";"Selten";"Selten";"Eher selten";"männlich";"30-39";"Eigentumswohnung";"Mehr als 15000 Fr.";1;"Ja";4;5;"5";"3";-3;-2;2;2
5221;2;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Indifferent";"Indifferent";"Eher selten";"Selten";"Eher oft";"Eher selten";"Selten";"Eher oft";"männlich";"65+";"Mietwohnung";"6000 - 6999 Fr.";1;NA;2;70;NA;NA;-2;3;-3;-2
5222;2;"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher nicht zu";"Eher selten";"Selten";"Eher oft";"Eher oft";"Eher selten";"Eher oft";"weiblich";"50-64";"Mietwohnung";"6000 - 6999 Fr.";0;NA;3;50;NA;NA;-3;-2;2;2
5228;3;"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme zu";"Eher selten";"Eher oft";"Eher oft";"Selten";"Eher oft";"Oft";"männlich";"40-49";"Mietwohnung";"5000 - 5999 Fr.";0;"Nein";5;60;"5";"3";-2;0;2;2
5229;1;"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Stimme zu";"Eher oft";"Eher selten";"Eher selten";"Eher oft";"Eher oft";"Oft";"männlich";"50-64";"Mietwohnung";"< 3000 Fr.";0;NA;4;90;NA;NA;-3;-1;1;0
5234;3;"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Selten";"Eher selten";"Eher selten";"Eher oft";"Selten";"Oft";"weiblich";"20-29";"Mietwohnung";"< 3000 Fr.";1;"Ja";5;90;"#NV";"#NV";-3;-2;2;0
5259;3;"Indifferent";"Stimme eher zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Selten";"Selten";"Eher selten";"Selten";"Nie";"Nie";"weiblich";"40-49";"Eigentumswohnung";"< 3000 Fr.";1;"Nein";3;15;"-1";"-1";3;0;0;0
5263;4;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher selten";"Eher selten";"Eher selten";"Eher selten";"Nie";"Eher selten";"männlich";"50-64";"Mietwohnung";"4000 - 4999 Fr.";0;"Nein";5;40;"4";"5";-3;-1;3;2
5287;2;"Stimme nicht zu";"Indifferent";"Stimme zu";"Stimme zu";"Indifferent";"Indifferent";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Nie";"Nie";"Eher oft";"Nie";"Nie";"Eher oft";"weiblich";"65+";"Mietwohnung";"5000 - 5999 Fr.";0;NA;5;70;NA;NA;-3;0;0;0
5293;5;"Indifferent";"Stimme zu";"Indifferent";"Stimme zu";"Indifferent";"Stimme zu";"Indifferent";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Selten";"Selten";"Oft";"Eher oft";"Selten";"Eher oft";"männlich";"40-49";"Mietwohnung";"8000 - 8999 Fr.";0;"Nein";3;20;NA;NA;1;2;-2;-2
5296;2;"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Selten";"Oft";"Eher selten";"Selten";"Selten";"männlich";"40-49";"Mietwohnung";"7000 - 7999 Fr.";1;NA;1;60;NA;NA;-3;-3;3;2
5307;3;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Eher oft";"Eher selten";"Oft";"Nie";"Eher oft";"Oft";"weiblich";"65+";"Mietwohnung";"5000 - 5999 Fr.";0;"Ja";4;50;"2";"-1";-2;-2;3;1
5312;1;"Stimme eher zu";"Stimme zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher oft";"Nie";"Oft";"Nie";"Nie";"Eher oft";"männlich";"50-64";"Mietwohnung";"Keine Angabe";0;NA;2;50;NA;NA;-2;3;-3;0
5347;3;"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Eher oft";"Eher oft";"Oft";"Eher oft";"Eher oft";"Eher oft";"weiblich";"50-64";"Mietwohnung";"4000 - 4999 Fr.";0;"Nein";5;20;"5";"4";-3;-3;3;2
5356;4;"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher oft";"Eher oft";"Oft";"Eher selten";"Eher oft";"Oft";"weiblich";"40-49";"Mietwohnung";"4000 - 4999 Fr.";0;"Nein";1;75;"4";"4";-2;-1;1;1
5359;2;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme eher nicht zu";NA;"Stimme zu";"Oft";"Selten";"Oft";"Eher selten";"Eher selten";"Selten";"männlich";"65+";"Mietwohnung";"10000 - 11999 Fr.";1;NA;5;10;NA;NA;0;2;2;-3
5364;1;"Stimme nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Eher oft";NA;"Oft";"Eher oft";NA;"Eher oft";"weiblich";"40-49";"Mietwohnung";"6000 - 6999 Fr.";1;NA;5;40;NA;NA;-3;0;2;-3
5380;6;"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Indifferent";"Eher oft";"Selten";"Eher selten";"Nie";"Nie";"Selten";"weiblich";"65+";"Mietwohnung";"6000 - 6999 Fr.";0;"Nein";5;0;"5";"5";-3;0;2;1
5383;6;"Stimme nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme eher nicht zu";"Indifferent";"Eher oft";"Eher selten";"Eher oft";"Eher selten";"Nie";"Eher oft";"männlich";"65+";"Eigentumswohnung";"7000 - 7999 Fr.";0;"Nein";5;90;"5";"4";-2;3;-3;-2
5401;5;"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme eher nicht zu";"Eher selten";"Eher oft";"Eher oft";"Oft";"Eher oft";"Oft";"männlich";"20-29";"Mietwohnung";"5000 - 5999 Fr.";0;"Nein";5;50;"5";"5";-3;3;-3;0
5445;6;"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Indifferent";"Eher oft";"Eher selten";"Oft";"Eher selten";"Eher selten";"Eher oft";"männlich";"20-29";"Mietwohnung";"6000 - 6999 Fr.";1;"Ja";5;20;"5";"3";-3;-2;2;1
5490;5;"Stimme nicht zu";"Stimme eher zu";"Stimme zu";"Indifferent";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Oft";"Selten";"Eher oft";"Eher oft";"Selten";"Oft";"weiblich";"20-29";"Mietwohnung";"7000 - 7999 Fr.";1;"Nein";5;50;"4";"1";-3;3;-2;-2
5514;6;"Indifferent";"Indifferent";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Indifferent";"Eher selten";"Nie";"Eher selten";"Selten";"Eher selten";"Eher oft";"männlich";"50-64";"Mietwohnung";"9000 - 9999 Fr.";1;"Ja";5;10;"5";"5";-2;2;1;0
5523;5;"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Eher selten";"Eher oft";"Eher selten";"Eher selten";"Eher oft";"Eher oft";"weiblich";"50-64";"Mietwohnung";"< 3000 Fr.";0;"Ja";5;95;"5";"5";-3;0;0;0
5529;1;"Indifferent";"Indifferent";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Indifferent";"Indifferent";"Eher selten";"Eher selten";"Eher oft";"Eher selten";"Eher selten";"Eher oft";"weiblich";"65+";"Mietwohnung";"Keine Angabe";0;NA;4;70;NA;NA;0;1;0;0
5559;6;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Eher selten";"Eher oft";"Eher oft";"Eher selten";"Eher oft";"Eher oft";"männlich";"65+";"Mietwohnung";"9000 - 9999 Fr.";0;"Nein";5;30;"5";"5";-3;-2;3;1
5561;4;"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme eher nicht zu";"Indifferent";"Eher selten";"Nie";"Eher selten";"Selten";"Eher oft";"Eher oft";"männlich";"65+";"Mietwohnung";"6000 - 6999 Fr.";0;"Ja";5;90;"4";"4";-2;-3;2;0
5576;3;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher oft";"Eher selten";"Eher selten";"Eher selten";"Selten";"Selten";"weiblich";"50-64";"Mietwohnung";"3000 - 3999 Fr.";0;"Nein";5;75;"5";"5";-3;-3;3;2
5579;6;"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Eher selten";"Eher oft";"Eher selten";"Eher oft";"Oft";"männlich";"40-49";"Mietwohnung";"8000 - 8999 Fr.";0;"Nein";2;20;"5";"3";1;3;-3;0
5585;4;"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Eher oft";"Eher oft";"Eher oft";"Eher selten";"Eher oft";"männlich";"20-29";"Mietwohnung";"12000 - 14999 Fr.";0;"Ja";4;40;"5";"5";-2;-1;1;1
5588;6;"Stimme nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme nicht zu";"Indifferent";"Indifferent";"Eher selten";"Nie";"Eher oft";"Selten";"Selten";"Eher oft";"weiblich";"50-64";"Mietwohnung";NA;0;"Ja";4;65;"5";"5";-2;-2;2;0
5589;6;"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher nicht zu";"Indifferent";"Stimme eher zu";"Eher oft";"Eher selten";"Oft";"Eher selten";"Eher oft";"Eher oft";"männlich";"20-29";"Mietwohnung";"7000 - 7999 Fr.";0;"Ja";5;50;"5";"5";-3;-2;3;1
5594;2;"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Selten";"Selten";"Eher oft";"Eher oft";"Selten";"Eher selten";"männlich";"40-49";NA;"8000 - 8999 Fr.";1;NA;3;30;NA;NA;-3;0;1;2
5612;3;"Indifferent";"Stimme zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Selten";"Oft";"Selten";"Eher selten";"Eher oft";"weiblich";"20-29";"Mietwohnung";"4000 - 4999 Fr.";1;"Nein";5;70;"5";"2";-3;1;2;-1
